Identifier,Term,Class,Class.Nbr,Section,Primary.Instruction.Section,Class.Description,Official.Grade,Status.Cd,Status.Reason,Enrolled.Hours,Add.Date,IPEDS.Ethnicity,X1st.Gen.College.Std.Flag,Mail.City,Mail.State.Cd,Mail.Country,Home.City,Home.State.Cd,Home.County,Home.Country,Academic.Level.Begin.of.Term,Cum.GPA,Total.Cum.Units,Total.NAU.Units,Primary.Academic.Program,Primary.Academic.Plan,Sub.Plan,Student.Campus,College.Cd,College,Division.Cd,Division,Unit.Cd,Unit,First.Term.Enrolled.Cd.Ugrd,First.Term.Enrolled.Cd.Grad,Last.Term.Enrolled,Class.Campus.Cd,Class.Campus,Instruction.Mode,Age,Sex,1st.Gen.College.Std.Flag,section_code,Passed,Passed_int,hw_submissions,hw_score_mean,hw_time_total_min,hw_fast_submit_rate,hw_available,hw_completion_rate,unit1_exam_score,Attendance...Participation.Final.Score,Pre.Class.Prep.Final.Score,Check.Your.Understanding.Final.Score,Friday.Funday.Final.Score,Module.Knowledge.Assessments.Final.Score,Module.Practice.Knowledge.Assessments.Final.Score,Final.Knowledge.Assessment.Final.Score,Study.Skills.Videos.Final.Score,Final.Score,Projects.Final.Score,Assignments.Final.Score
77.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,F,E,Enrolled,4.0,12/19/2024,Hispanic/Latino,Y,Glendale,AZ,United States,Glendale,AZ,Maricopa,USA,Freshman,1.24,18.0,15.0,UGRD-Degree Seeking,Microbiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-2464,False,0,81.0,46.528765432098766,1208.15,0.4634146341463415,70.0,1.0,57.5,65.14,41.65,20.66,57.37,42.25,18.39,45.71,72.73,44.3,,
78.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,F,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,Y,Mesa,AZ,United States,Mesa,AZ,Maricopa,USA,Freshman,2.23,26.0,26.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-2464,False,0,82.0,68.5551219512195,1363.7666666666667,0.2682926829268293,70.0,1.0,54.4,40.82,69.97,60.78,52.63,35.1,19.88,0.0,63.64,30.69,,
80.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/28/2024,White,Y,Waddell,AZ,United States,Waddell,AZ,Maricopa,USA,Sophomore,3.46,45.0,26.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-2464,True,1,82.0,92.1910975609756,1992.4833333333333,0.07317073170731707,70.0,1.0,90.0,52.84,96.82,91.61,87.84,87.56,90.26,74.2,63.64,81.17,,
81.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,Hispanic/Latino,N,Glendale,AZ,United States,Glendale,AZ,Maricopa,USA,Freshman,3.28,25.0,25.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-2464,False,0,,,,,,,,,,,,,,,,,,
82.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/22/2024,Black/African American,N,Litchfield Park,AZ,United States,Litchfield Park,AZ,Maricopa,USA,Freshman,2.59,27.0,27.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-2464,False,0,,,,,,,,,,,,,,,,,,
83.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,White,Y,San Tan Valley,AZ,United States,San Tan Valley,AZ,Pinal,USA,Freshman,2.74,27.0,27.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-2464,False,0,,,,,,,,,,,,,,,,,,
84.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/21/2024,White,N,Glendale,AZ,United States,Glendale,AZ,Maricopa,USA,Freshman,2.96,37.0,30.0,UGRD-Degree Seeking,Engineering Technology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-2464,True,1,82.0,95.38317073170732,2966.0166666666664,0.07317073170731707,70.0,1.0,69.5,100.0,96.54,96.13,96.77,64.13,18.16,49.33,72.73,69.5,,
86.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Freshman,2.76,32.0,29.0,UGRD-Degree Seeking,Chemistry (BS),Forensics & Criminalistics Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-2464,True,1,82.0,93.07231707317074,3074.4666666666667,0.024390243902439025,70.0,1.0,95.0,100.0,88.42,92.37,99.21,73.0,48.04,69.23,81.82,78.53,,
87.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/22/2024,Black/African American,N,Flagstaff,AZ,United States,Flagstaff,AZ,Coconino,USA,Freshman,2.79,29.0,29.0,UGRD-Degree Seeking,Psychological Sciences (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-2464,False,0,,,,,,,,,,,,,,,,,,
88.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,C,E,Enrolled,4.0,1/7/2025,White,N,Tucson,AZ,United States,Tucson,AZ,Pima,USA,Freshman,2.17,31.0,23.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-2464,True,1,82.0,91.60292682926828,2220.4166666666665,0.036585365853658534,70.0,1.0,71.0,52.0,99.85,88.54,93.69,61.75,31.28,89.83,27.27,72.71,,
89.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,F,E,Enrolled,4.0,10/28/2024,White,Y,San Tan Valley,AZ,United States,San Tan Valley,AZ, ,USA,Freshman,2.52,25.0,25.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-2464,False,0,82.0,97.28829268292684,2905.6833333333334,0.07317073170731707,70.0,1.0,42.33,98.96,99.94,99.2,89.58,46.16,20.54,40.67,63.64,58.41,,
90.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,Y,Tolleson,AZ,United States,Tolleson,AZ,Maricopa,USA,Freshman,4.0,27.0,27.0,UGRD-Degree Seeking,Software Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-2464,True,1,82.0,93.99658536585366,3099.7833333333333,0.06097560975609756,70.0,1.0,100.0,88.16,95.9,90.98,97.12,93.25,51.97,87.5,72.73,91.35,,
92.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,F,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,Y,Bullhead City,AZ,United States,Bullhead City,AZ,Mohave,USA,Freshman,1.27,13.0,13.0,UGRD-Degree Seeking,Cybersecurity (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-2464,False,0,82.0,52.9869512195122,1457.5333333333333,0.4024390243902439,70.0,1.0,0.0,15.6,57.81,41.31,34.48,0.0,0.0,0.0,36.36,8.1,,
94.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/22/2024,White,Y,Flagstaff,AZ,United States,Flagstaff,AZ,Coconino,USA,Junior,4.0,85.0,50.0,UGRD-Degree Seeking,Environmental Sciences (BS),Environmental Management Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1241.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,29.0,Male,Y,1251-2464,True,1,82.0,98.70853658536586,3555.55,0.036585365853658534,70.0,1.0,100.0,100.0,98.83,98.52,96.94,100.5,67.25,99.5,81.82,99.75,,
95.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,Hispanic/Latino,N,Queen Creek,AZ,United States,Queen Creek,AZ,Maricopa,USA,Freshman,2.73,27.0,24.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-2464,False,0,,,,,,,,,,,,,,,,,,
96.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,C,E,Enrolled,4.0,11/6/2024,American Indian/Alaska Native,Y,McNary,AZ,United States,Pinetop,AZ,Navajo,USA,Junior,2.0,75.0,25.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-2464,True,1,82.0,85.86939024390244,2009.7666666666667,0.08536585365853659,70.0,1.0,72.0,70.0,86.13,82.8,81.24,70.0,33.16,58.8,63.64,69.27,,
97.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Vail,AZ,United States,Vail,AZ,Pima,USA,Freshman,3.39,28.0,28.0,UGRD-Degree Seeking,Computer Science (BSCS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-2464,True,1,82.0,83.77573170731706,1338.95,0.0975609756097561,70.0,1.0,59.66,100.0,86.25,76.17,79.87,79.67,43.49,52.0,72.73,74.45,,
98.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,A,E,Enrolled,4.0,1/13/2025,White,N,Yuba City,CA,United States,Yuba City,CA, ,USA,Junior,3.88,80.0,27.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Female,N,1251-2464,True,1,82.0,99.8890243902439,2008.35,0.08536585365853659,70.0,1.0,100.61,100.0,100.0,99.69,100.0,89.9,71.68,90.75,54.55,92.81,,
99.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/21/2024,Hispanic/Latino,N,Sykesville,MD,United States,Sykesville,MD, ,USA,Freshman,3.0,33.0,33.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-2464,True,1,82.0,82.25475609756099,2353.7166666666667,0.08536585365853659,70.0,1.0,58.63,95.32,92.53,76.86,81.96,68.41,39.16,74.46,45.45,74.41,,
100.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,D,E,Enrolled,4.0,10/28/2024,White,N,Golden Valley,AZ,United States,Golden Valley,AZ,Mohave,USA,Sophomore,3.13,52.0,32.0,UGRD-Degree Seeking,Business Analytics (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,17.0,Female,N,1251-2464,False,0,82.0,95.54268292682927,2790.2666666666664,0.08536585365853659,70.0,1.0,72.69,76.0,94.61,95.1,96.35,63.43,45.13,50.59,72.73,66.95,,
102.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,Hispanic/Latino,Y,Flagstaff,AZ,United States,Flagstaff,AZ,Coconino,USA,Freshman,3.15,26.0,26.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Male,Y,1251-2464,False,0,,,,,,,,,,,,,,,,,,
103.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,Y,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Freshman,4.0,37.0,26.0,UGRD-Degree Seeking,Computer Science (BSCS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Male,Y,1251-2464,True,1,82.0,91.17878048780487,4398.266666666666,0.08536585365853659,70.0,1.0,93.19,100.0,98.61,98.11,96.35,93.24,45.06,85.0,18.18,92.56,,
104.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,C,E,Enrolled,4.0,1/8/2025,White,N,Prescott,AZ,United States,Prescott,AZ,Yavapai,USA,Freshman,3.1,30.0,30.0,UGRD-Degree Seeking,Environmental Sciences (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-2464,True,1,82.0,85.05634146341464,3254.616666666667,0.04878048780487805,70.0,1.0,71.61,50.44,92.74,88.92,76.45,70.15,43.2,70.1,27.27,70.49,,
106.0,1251.0,MAT 125,2464.0,1.0,1.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,1/16/2025,Hispanic/Latino,Y,Sun City,AZ,United States,Sun City,AZ,Maricopa,USA,Freshman,1.92,16.0,13.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1251.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Female,Y,1251-2464,False,0,,,,,,,,,,,,,,,,,,
107.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/22/2024,Two or More,N,Williams,AZ,United States,Williams,AZ,Coconino,USA,Senior,3.19,115.0,27.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,26.0,Male,N,1251-2465,True,1,82.0,96.77024390243902,7142.916666666667,0.036585365853658534,70.0,1.0,69.0,82.0,99.12,99.16,87.5,60.75,22.47,64.28,63.64,69.47,,
108.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,1/13/2025,White,N,Prescott Valley,AZ,United States,Prescott Valley,AZ,Yavapai,USA,Sophomore,1.89,30.0,30.0,UGRD-Degree Seeking,Chemistry (BS),Forensics & Criminalistics Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1217.0,,1241.0,FLGMT,Flagstaff Mountain,In Person,21.0,Female,N,1251-2465,False,0,,,,,,,,,,,,,,,,,,
109.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,F,E,Enrolled,4.0,10/24/2024,White,Y,San Tan Valley,AZ,United States,San Tan Valley,AZ,Pinal,USA,Junior,2.51,89.0,89.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1217.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,22.0,Male,Y,1251-2465,False,0,82.0,90.69939024390244,897.7833333333333,0.08536585365853659,70.0,1.0,18.82,23.0,89.61,88.68,86.19,14.08,1.26,4.09,81.82,24.98,,
110.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/24/2024,Hispanic/Latino,N,Flagstaff,AZ,United States,Peoria,AZ,Maricopa,USA,Senior,2.75,96.0,85.0,UGRD-Degree Seeking,SecEd-Biology (BSED),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1227.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Female,N,1251-2465,False,0,,,,,,,,,,,,,,,,,,
111.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/24/2024,Hispanic/Latino,N,Laveen,AZ,United States,Laveen,AZ,Maricopa,USA,Senior,3.79,112.0,52.0,UGRD-Degree Seeking,Pre-Nursing (PREP),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,20.0,Male,N,1251-2465,True,1,82.0,95.1290243902439,4680.65,0.08536585365853659,70.0,1.0,100.0,99.0,96.06,96.78,99.6,97.0,68.69,98.75,54.55,97.8,,
113.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/21/2024,Hispanic/Latino,N,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Sophomore,3.81,64.0,64.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Female,N,1251-2465,True,1,82.0,97.00414634146341,2068.15,0.07317073170731707,70.0,1.0,93.3,71.11,98.54,92.98,99.21,91.58,30.8,92.33,81.82,90.39,,
114.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/22/2024,White,Y,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Sophomore,3.59,60.0,54.0,UGRD-Degree Seeking,Exploratory,,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Female,Y,1251-2465,True,1,82.0,89.55256097560977,5029.566666666667,0.06097560975609756,70.0,1.0,84.33,100.0,93.21,82.98,87.35,89.08,33.35,91.22,54.55,89.98,,
115.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/25/2024,American Indian/Alaska Native,N,Kayenta,AZ,United States,Kayenta,AZ,Navajo,USA,Sophomore,3.91,62.0,62.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-2465,True,1,82.0,99.62512195121951,3512.516666666667,0.06097560975609756,70.0,1.0,93.8,100.0,98.99,100.0,100.0,90.7,60.98,99.23,81.82,95.34,,
116.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,C,E,Enrolled,4.0,12/5/2024,Two or More,Y,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Sophomore,2.66,56.0,56.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,20.0,Male,Y,1251-2465,True,1,82.0,89.83426829268292,1997.75,0.06097560975609756,70.0,1.0,85.0,88.0,94.65,89.89,96.01,71.56,38.53,56.11,36.36,72.89,,
118.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/25/2024,White,N,Wittmann,AZ,United States,Wittmann,AZ,Maricopa,USA,Sophomore,3.76,54.0,51.0,UGRD-Degree Seeking,Microbiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Female,N,1251-2465,False,0,,,,,,,,,,,,,,,,,,
119.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/21/2024,White,N,Oak Creek,CO,United States,Oak Creek,CO, ,USA,Sophomore,3.49,64.0,59.0,UGRD-Degree Seeking,HlthSci-Fit Wellness (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-2465,True,1,82.0,93.57231707317074,3641.6,0.08536585365853659,70.0,1.0,73.41,100.0,96.83,93.77,99.72,78.1,28.31,82.04,45.45,84.36,,
121.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,Y,Lake Havasu City,AZ,United States,Lake Havasu City,AZ,Mohave,USA,Sophomore,3.21,44.0,25.0,UGRD-Degree Seeking,Chemistry (BS),Health Preprofessional Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-2465,True,1,82.0,90.77268292682926,4497.316666666667,0.04878048780487805,70.0,1.0,56.41,95.83,93.68,85.96,85.23,70.23,27.27,63.26,81.82,73.67,,
122.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/22/2024,White,N,Mesa,AZ,United States,Mesa,AZ,Maricopa,USA,Freshman,1.68,27.0,12.0,UGRD-Degree Seeking,Environmental Sciences (BS),Environmental Geology Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,N,1251-2465,False,0,,,,,,,,,,,,,,,,,,
125.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/28/2024,American Indian/Alaska Native,Y,Window Rock,AZ,United States,Window Rock,AZ,McKinley,USA,Freshman,3.35,26.0,26.0,UGRD-Degree Seeking,Electrical Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-2465,True,1,82.0,97.55475609756097,6608.45,0.06097560975609756,70.0,1.0,88.0,80.0,98.39,96.54,95.25,93.75,47.22,90.98,81.82,92.07,,
126.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Freshman,3.38,38.0,32.0,UGRD-Degree Seeking,Software Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Female,N,1251-2465,True,1,82.0,96.00036585365854,3313.7166666666667,0.07317073170731707,70.0,1.0,86.65,100.0,96.41,97.35,95.48,69.17,42.13,62.54,72.73,75.25,,
127.0,1251.0,MAT 125,2465.0,3.0,3.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Lake Havasu City,AZ,United States,Lake Havasu City,AZ,Mohave,USA,Freshman,3.25,44.0,32.0,UGRD-Degree Seeking,Software Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-2465,True,1,81.0,98.17246913580247,3435.9333333333334,0.04878048780487805,70.0,1.0,32.77,100.0,97.43,97.34,99.21,69.7,36.78,52.9,81.82,73.36,,
