Identifier,Term,Class,Class.Nbr,Section,Primary.Instruction.Section,Class.Description,Official.Grade,Status.Cd,Status.Reason,Enrolled.Hours,Add.Date,IPEDS.Ethnicity,X1st.Gen.College.Std.Flag,Mail.City,Mail.State.Cd,Mail.Country,Home.City,Home.State.Cd,Home.County,Home.Country,Academic.Level.Begin.of.Term,Cum.GPA,Total.Cum.Units,Total.NAU.Units,Primary.Academic.Program,Primary.Academic.Plan,Sub.Plan,Student.Campus,College.Cd,College,Division.Cd,Division,Unit.Cd,Unit,First.Term.Enrolled.Cd.Ugrd,First.Term.Enrolled.Cd.Grad,Last.Term.Enrolled,Class.Campus.Cd,Class.Campus,Instruction.Mode,Age,Sex,1st.Gen.College.Std.Flag,section_code,Passed,Passed_int,hw_submissions,hw_score_mean,hw_time_total_min,hw_fast_submit_rate,hw_available,hw_completion_rate,unit1_exam_score,Attendance...Participation.Final.Score,Pre.Class.Prep.Final.Score,Check.Your.Understanding.Final.Score,Friday.Funday.Final.Score,Module.Knowledge.Assessments.Final.Score,Module.Practice.Knowledge.Assessments.Final.Score,Final.Knowledge.Assessment.Final.Score,Study.Skills.Videos.Final.Score,Final.Score,Projects.Final.Score,Assignments.Final.Score
1586.0,1247.0,MAT 125,11258.0,17.0,,,W,,Withdrawn from Class,,,Asian,,,,,,,,USA,Sophomore,2.52,44.0,44.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,20.0,Male,Y,1247-NA,False,0,68.0,87.4170588235294,1948.5833333333333,0.17647058823529413,157.0,0.43312101910828027,28.93,,,,,,,,,,,
1587.0,1247.0,MAT 125,11258.0,17.0,,,F,,Enrolled,,,White,,,,,,,,USA,Freshman,2.23,40.0,40.0,,Environmental Sciences (BS),Biology Emp,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,False,0,68.0,92.06117647058824,2033.2,0.08823529411764706,157.0,0.43312101910828027,56.13,78.88,95.01,88.17,91.91,36.68,14.79,20.29,88.89,50.83,,
1588.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,3.81,44.0,44.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,68.0,97.73897058823529,2843.05,0.10294117647058823,157.0,0.43312101910828027,101.0,73.4,100.0,99.16,96.25,93.6,51.06,95.25,44.44,91.52,,
1589.0,1247.0,MAT 125,11258.0,17.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Sophomore,2.5,51.0,41.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,True,1,68.0,84.33808823529411,2430.766666666667,0.07352941176470588,157.0,0.43312101910828027,65.22,96.21,94.24,78.46,80.23,73.31,44.02,74.45,66.67,78.41,,
1590.0,1247.0,MAT 125,11258.0,17.0,,,W,,Withdrawn from Class,,,Hispanic/Latino,,,,,,,,USA,Freshman,1.93,25.0,25.0,,Civil Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Male,Y,1247-NA,False,0,68.0,68.95705882352941,1368.55,0.27941176470588236,157.0,0.43312101910828027,65.2,,,,,,,,,,,
1591.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,Not Specified,,,,,,,,USA,Sophomore,2.06,47.0,35.0,,Management (BSBA),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,20.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1592.0,1247.0,MAT 125,11258.0,17.0,,,C,,Enrolled,,,White,,,,,,,,USA,Freshman,3.0,17.0,17.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,70.1560294117647,1932.1666666666667,0.16176470588235295,157.0,0.43312101910828027,76.16,79.35,82.09,72.1,84.45,63.47,36.63,66.2,11.11,69.52,,
1593.0,1247.0,MAT 125,11258.0,17.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,3.5,28.0,15.0,,Forestry (BSF),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,68.0,82.75117647058823,1683.5166666666667,0.1323529411764706,157.0,0.43312101910828027,86.1,100.0,75.65,85.29,90.91,73.3,39.36,70.12,88.89,79.9,,
1594.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.15,13.0,13.0,,Cybersecurity (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1595.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,38.0,15.0,,Environmental Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,67.0,96.42194029850747,2217.45,0.08823529411764706,157.0,0.4267515923566879,96.5,94.13,98.93,100.0,98.44,98.5,88.61,94.4,66.67,97.12,,
1596.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,14.0,14.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,98.9445588235294,3259.133333333333,0.0,157.0,0.43312101910828027,102.0,97.85,99.85,99.98,99.92,100.25,91.82,100.0,88.89,99.76,,
1597.0,1247.0,MAT 125,11258.0,17.0,,,F,,Enrolled,,,Two or More,,,,,,,,USA,Freshman,0.08,14.0,1.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,68.0,17.94235294117647,475.43333333333334,0.7941176470588235,157.0,0.43312101910828027,53.71,22.98,21.75,15.31,18.85,13.43,0.0,0.0,22.22,13.0,,
1598.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.76,17.0,17.0,,Construction Mgt (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,True,1,68.0,96.79779411764706,4043.2166666666667,0.11764705882352941,157.0,0.43312101910828027,99.66,100.0,99.44,97.07,100.0,93.94,42.86,84.0,77.78,93.84,,
1599.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,37.0,14.0,,Marketing (BSBA),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,96.12044776119403,2284.35,0.10294117647058823,157.0,0.4267515923566879,95.5,92.17,98.63,99.97,95.86,96.13,86.77,89.2,55.56,94.47,,
1600.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,3.73,44.0,13.0,,Cybersecurity (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1601.0,1247.0,MAT 125,11258.0,17.0,,,C,,Enrolled,,,American Indian/Alaska Native,,,,,,,,USA,Freshman,1.93,32.0,32.0,,Civil Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,True,1,68.0,92.09735294117647,2250.0833333333335,0.14705882352941177,157.0,0.43312101910828027,86.5,92.63,94.44,87.56,96.32,52.55,32.23,74.23,88.89,71.18,,
1602.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,4.0,33.0,19.0,,Photography (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1603.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Junior,3.0,79.0,15.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1604.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,25.0,14.0,,Political Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,True,1,68.0,96.84029411764706,3059.55,0.014705882352941176,157.0,0.43312101910828027,99.5,100.0,99.32,98.85,99.17,98.5,66.02,92.5,77.78,97.64,,
1605.0,1247.0,MAT 125,11258.0,17.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,3.21,17.0,14.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,True,1,68.0,89.20485294117647,2691.483333333333,0.08823529411764706,157.0,0.43312101910828027,85.68,72.34,92.6,91.21,84.23,91.17,69.38,88.82,55.56,87.0,,
1606.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.2,15.0,15.0,,Nursing (BSN),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1607.0,1247.0,MAT 125,11258.0,17.0,,,C,,Enrolled,,,White,,,,,,,,USA,Freshman,2.47,36.0,15.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,True,1,68.0,69.56970588235293,1549.0166666666667,0.11764705882352941,157.0,0.43312101910828027,82.61,54.47,82.06,74.18,65.79,75.9,43.1,74.75,0.0,71.06,,
1608.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,16.0,16.0,,Astronomy (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,67.0,95.84328358208955,2266.1,0.07352941176470588,157.0,0.4267515923566879,90.9,86.32,99.01,96.4,99.3,91.43,38.1,89.5,77.78,91.51,,
1609.0,1247.0,MAT 125,11258.0,17.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,2.77,42.0,14.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,True,1,68.0,90.23161764705883,2631.633333333333,0.058823529411764705,157.0,0.43312101910828027,62.1,94.68,84.45,93.17,98.5,70.48,43.37,65.7,88.89,78.47,,
1610.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,4.0,17.0,17.0,,Mechanical Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1611.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,Two or More,,,,,,,,USA,Freshman,3.71,14.0,14.0,,Hlth Sci-Public Health (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,92.58910447761194,2360.35,0.11764705882352941,157.0,0.4267515923566879,95.5,95.27,93.32,93.56,89.84,92.53,50.08,81.6,88.89,90.61,,
1612.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,18.0,12.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,67.0,99.76985074626866,2211.6833333333334,0.014705882352941176,157.0,0.4267515923566879,94.0,100.0,99.77,100.0,98.26,87.25,39.78,77.33,88.89,89.68,,
1613.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,0.0,8.0,0.0,,ImmersiveMedia&Games (BS),,Flagstaff Mountain,,,,,,,1247.0,,,FLGMT,,In Person,19.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1614.0,1247.0,MAT 125,11258.0,17.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,3.29,31.0,15.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,99.38852941176471,3916.116666666667,0.0,157.0,0.43312101910828027,81.9,100.0,99.83,99.69,96.2,78.85,44.53,83.7,88.89,87.02,,
1615.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,4.0,16.0,16.0,,Mechanical Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,True,1,68.0,92.51867647058825,2936.0666666666666,0.10294117647058823,157.0,0.43312101910828027,101.5,85.96,91.86,93.54,99.58,100.88,76.69,88.93,66.67,95.24,,
1616.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,4.0,29.0,15.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,99.15308823529412,2197.983333333333,0.10294117647058823,157.0,0.43312101910828027,92.0,100.0,99.97,97.85,100.0,96.75,90.09,88.0,88.89,95.96,,
1617.0,1247.0,MAT 125,11258.0,17.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,3.69,26.0,14.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,68.0,99.36867647058823,1796.8333333333333,0.08823529411764706,157.0,0.43312101910828027,81.69,92.63,99.85,98.9,99.17,82.73,32.6,65.93,88.89,84.21,,
1618.0,1247.0,MAT 125,11258.0,17.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,3.71,41.0,16.0,,Environmental Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,68.0,58.79161764705882,1934.6833333333334,0.35294117647058826,157.0,0.43312101910828027,96.4,72.3,65.96,54.97,75.82,93.85,46.92,96.5,22.22,85.24,,
1619.0,1247.0,MAT 125,11258.0,17.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.69,39.0,16.0,,Mechanical Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,24.0,Male,Y,1247-NA,True,1,68.0,83.94470588235293,1628.3,0.20588235294117646,157.0,0.43312101910828027,91.0,97.88,86.25,81.92,99.24,86.5,28.15,88.5,77.78,89.54,,
1620.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was wait listed),,,White,,,,,,,,USA,Freshman,3.21,37.0,14.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1621.0,1247.0,MAT 125,11258.0,17.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,3.08,18.0,15.0,,Exploratory,,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,67.0,90.86656716417912,2668.5,0.1323529411764706,157.0,0.4267515923566879,96.55,78.48,98.86,93.5,100.0,73.69,45.62,77.0,55.56,79.73,,
1622.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,Black/African American,,,,,,,,USA,Freshman,3.79,14.0,14.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,68.0,97.20705882352941,4575.333333333333,0.04411764705882353,157.0,0.43312101910828027,94.11,100.0,97.21,96.83,98.46,87.13,57.06,89.9,77.78,91.85,,
1623.0,1247.0,MAT 125,11258.0,17.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.29,25.0,15.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,False,0,66.0,94.44121212121212,2898.366666666667,0.11764705882352941,157.0,0.42038216560509556,64.42,81.03,94.71,92.25,97.27,75.94,17.68,80.86,66.67,81.5,,
1624.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,14.0,14.0,,Geology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,21.0,Male,N,1247-NA,True,1,68.0,98.52941176470588,2371.733333333333,0.029411764705882353,157.0,0.43312101910828027,88.0,100.0,100.0,100.0,100.0,89.69,70.59,88.0,66.67,93.06,,
1625.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,2.53,67.0,67.0,,Anthropology (BA),,Flagstaff Mountain,,,,,,,1227.0,,1251.0,FLGMT,,In Person,20.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1626.0,1247.0,MAT 125,11259.0,18.0,,,C,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Sophomore,2.23,68.0,68.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1217.0,,1251.0,FLGMT,,In Person,21.0,Female,Y,1247-NA,True,1,68.0,98.38220588235293,2976.15,0.10294117647058823,157.0,0.43312101910828027,91.0,82.98,98.93,96.96,99.79,74.15,48.25,55.94,88.89,76.77,,
1627.0,1247.0,MAT 125,11259.0,18.0,,,W,,Withdrawn from Class,,,White,,,,,,,,USA,Sophomore,2.85,64.0,64.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1217.0,,1247.0,FLGMT,,In Person,20.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1628.0,1247.0,MAT 125,11259.0,18.0,,,W,,Withdrawn from Class,,,Hispanic/Latino,,,,,,,,USA,Sophomore,2.93,70.0,70.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1227.0,,1251.0,FLGMT,,In Person,20.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1629.0,1247.0,MAT 125,11259.0,18.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Junior,3.3,78.0,64.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1227.0,,1251.0,FLGMT,,In Person,20.0,Male,Y,1247-NA,True,1,68.0,94.40367647058824,1705.5333333333333,0.11764705882352941,157.0,0.43312101910828027,75.76,78.95,95.19,95.36,93.16,93.46,39.14,75.99,88.89,87.8,,
1630.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,0.64,12.0,12.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1227.0,,1247.0,FLGMT,,In Person,21.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1631.0,1247.0,MAT 125,11259.0,18.0,,,W,,Withdrawn from Class,,,Hispanic/Latino,,,,,,,,USA,Sophomore,2.35,59.0,41.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1234.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1632.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,3.94,60.0,51.0,,"Geog, Env, & Society (BS)",,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1633.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,3.26,48.0,27.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1234.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1634.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.08,38.0,38.0,,Ecol & Evol Biology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1635.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,1.06,9.0,9.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1241.0,FLGMT,,In Person,20.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1636.0,1247.0,MAT 125,11259.0,18.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,3.07,14.0,14.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,True,1,68.0,97.11941176470589,3938.116666666667,0.014705882352941176,157.0,0.43312101910828027,95.11,79.79,98.54,96.3,95.79,90.4,77.05,73.34,88.89,86.42,,
1637.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,Asian,,,,,,,,USA,Sophomore,3.17,47.0,47.0,,Dental Hygiene (BSDH),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1638.0,1247.0,MAT 125,11259.0,18.0,,,C,,Enrolled,,,White,,,,,,,,USA,Freshman,3.43,14.0,14.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,90.1010294117647,2316.6666666666665,0.08823529411764706,157.0,0.43312101910828027,73.93,95.53,93.89,91.91,94.62,72.5,64.71,55.16,66.67,76.87,,
1639.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.31,23.0,16.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,96.65691176470588,2657.266666666667,0.04411764705882353,157.0,0.43312101910828027,96.19,100.0,97.22,95.58,96.04,82.08,57.95,91.5,88.89,89.57,,
1640.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.29,36.0,17.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,98.6807462686567,2446.6833333333334,0.058823529411764705,157.0,0.4267515923566879,67.97,100.0,99.64,99.0,97.5,83.99,46.36,85.98,77.78,89.8,,
1641.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.67,22.0,14.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1642.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,2.71,14.0,14.0,,ImmersiveMedia&Games (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,68.0,81.12220588235294,2800.6666666666665,0.058823529411764705,157.0,0.43312101910828027,70.8,84.44,75.7,78.45,97.98,77.23,34.4,62.75,33.33,77.68,,
1643.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.31,14.0,14.0,,Creative Media & Film (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,95.27720588235294,3091.2,0.058823529411764705,157.0,0.43312101910828027,82.26,98.95,95.94,97.31,92.06,84.7,66.75,88.8,77.78,89.8,,
1644.0,1247.0,MAT 125,11259.0,18.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,3.29,14.0,14.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,66.0,98.35303030303031,3269.5333333333333,0.1323529411764706,157.0,0.42038216560509556,76.1,88.42,97.25,99.23,96.98,82.88,42.27,91.33,88.89,88.5,,
1645.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.8,15.0,15.0,,Civil Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,66.0,99.21318181818181,3676.1833333333334,0.07352941176470588,157.0,0.42038216560509556,102.0,100.0,98.48,99.97,99.58,101.38,91.31,99.0,88.89,100.36,,
1646.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.53,23.0,15.0,,Environmental Engr (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,96.85567164179105,4353.733333333334,0.07352941176470588,157.0,0.4267515923566879,94.3,100.0,98.15,98.21,99.82,90.45,44.98,82.76,77.78,92.15,,
1647.0,1247.0,MAT 125,11259.0,18.0,,,C,,Enrolled,,,White,,,,,,,,USA,Freshman,2.57,20.0,15.0,,Theatre (BA),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,65.30867647058824,2379.516666666667,0.27941176470588236,157.0,0.43312101910828027,88.16,76.6,71.39,66.21,93.06,76.35,26.9,74.13,11.11,76.6,,
1648.0,1247.0,MAT 125,11259.0,18.0,,,C,,Enrolled,,,White,,,,,,,,USA,Freshman,2.29,26.0,14.0,,Environmental Sciences (BS),Biology Emp,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,68.0,54.04014705882353,1838.6,0.35294117647058826,157.0,0.43312101910828027,97.0,64.89,62.93,52.1,70.37,84.31,40.93,90.83,22.22,77.89,,
1649.0,1247.0,MAT 125,11259.0,18.0,,,C,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,2.53,17.0,17.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,73.71735294117647,2891.616666666667,0.16176470588235295,157.0,0.43312101910828027,73.3,95.58,80.17,65.22,91.63,63.45,29.26,63.6,55.56,71.62,,
1650.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,16.0,16.0,,SecEd-Mathematics (BSED),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,67.0,88.95701492537313,1722.8,0.1323529411764706,157.0,0.4267515923566879,95.19,100.0,99.53,87.33,99.79,99.0,56.36,97.0,44.44,97.67,,
